image_path,label,width,height,image_hash,duplicate
./dataset/transphobia meme offensive/Image_14.jpeg,1,588,1024,4399721e1ed82611f03d35067669a8f8,0
./dataset/transphobia meme offensive/Image_1.jpg,1,976,549,bb3d298da5a809c148c47a45c23db6e3,0
./dataset/transphobia meme offensive/Image_5.jpg,1,650,821,85a11a5844d8c4963a2eb872916a00bf,0
./dataset/transphobia meme offensive/Image_7.jpg,1,898,730,447379772a2a8996719fc5282d9a5a5f,0
./dataset/transphobia meme offensive/Image_20.jpg,1,500,675,d570870a06fbfc6a64d4da237e7a828b,0
./dataset/transphobia meme offensive/Image_18.jpg,1,960,720,b883d62e8952e4c3fb22fbf511e992f3,0
./dataset/brutality meme offensive/Image_15.jpg,1,625,833,52bbcbc66f64554efbaebad4d04351dc,1
./dataset/brutality meme offensive/Image_16.jpg,1,640,960,ca13bdaa97f7ebe21adfc31b1fed3fda,0
./dataset/brutality meme offensive/Image_9.jpg,1,600,600,d244499bdfd27eb57a08fe5ec54507a0,0
./dataset/brutality meme offensive/Image_18.jpeg,1,1080,915,e4085701a4f3664d93fc9e17465bbe72,1
./dataset/brutality meme offensive/Image_8.webp,1,640,377,b81743874c8576339453a0bf353ac165,0
./dataset/brutality meme offensive/Image_14.jpeg,1,1075,604,0d91f1c525f9a783c72e730dcf6f3a12,0
./dataset/brutality meme offensive/Image_2.jpg,1,600,600,ae97b2fb7ebbd34c372ea49b5b574cde,0
./dataset/brutality meme offensive/Image_17.jpeg,1,720,870,29cea878888bc8307a2d8ab0e4ec38f6,0
./dataset/brutality meme offensive/Image_20.jpg,1,320,220,12dd1f6545fe2f028aa5ca16ed6966e3,0
./dataset/brutality meme offensive/Image_19.jpg,1,750,751,1f7b2893d96bbedcbbfd8c54aae64d8a,0
./dataset/survivalism meme offensive/Image_6.jpeg,1,701,774,a630377da975d2fb079499d66cd2d670,0
./dataset/survivalism meme offensive/Image_17.jpg,1,750,996,70dce51fd4501353f703e17e6b7a191b,0
./dataset/survivalism meme offensive/Image_13.jpg,1,1068,1093,294b58979740f7b5f40140e958da4b52,0
./dataset/survivalism meme offensive/Image_12.png,1,728,658,3c925ef3f54db1d04e16cfde89ce82df,1
./dataset/survivalism meme offensive/Image_15.jpeg,1,824,769,f608db270472c5792f4534ae5dda8360,1
./dataset/survivalism meme offensive/Image_9.jpg,1,625,625,c1da66e9915f79ee4e08a817b8daa4b5,0
./dataset/survivalism meme offensive/Image_2.jpg,1,500,281,8d4e20acc91b19635208f03debb1d5d7,0
./dataset/survivalism meme offensive/Image_4.jpg,1,1280,740,2fa8d8172dfacea654c8449a6d2fab1e,0
./dataset/survivalism meme offensive/Image_7.jpg,1,796,720,d490f171c2c90c56fcb32cc40ad9170c,0
./dataset/survivalism meme offensive/Image_20.jpg,1,792,612,86fe7ddcc0d62a693b1e34b2279c636c,0
./dataset/survivalism meme offensive/Image_8.jpeg,1,720,809,8e2e7e2a90aae66d553ff70f609e5a93,0
./dataset/survivalism meme offensive/Image_5.jpeg,1,934,752,618dd5d8950d6b3cbd3bb5e92768f9f7,0
./dataset/survivalism meme offensive/Image_19.jpg,1,500,666,44ae79c4b70962df1bb6f4f159aad0ca,0
./dataset/survivalism meme offensive/Image_18.jpg,1,651,383,1c011b7e672b5657586bf665924873b5,0
./dataset/mental illness stigma meme offensive/Image_14.png,1,1200,630,526b9af5ad3a451e8381feac42dd9100,0
./dataset/mental illness stigma meme offensive/Image_8.JPG,1,1920,1920,45ccc922698d291267d91f6a9a8558e7,0
./dataset/mental illness stigma meme offensive/Image_2.jpg,1,1280,1139,8cb58e919576df5e8e39c52a29e300ed,0
./dataset/mental illness stigma meme offensive/Image_3.jpg,1,800,571,1d7d2a005e217b5093346d1a1fce6f70,0
./dataset/mental illness stigma meme offensive/Image_4.jpg,1,674,750,acfe42beac6d60aca0f77a8033a98901,0
./dataset/mental illness stigma meme offensive/Image_7.jpg,1,570,570,b91709f4802cd32fb6bfe01c87c8f26e,0
./dataset/mental illness stigma meme offensive/Image_6.jpg,1,2000,1000,e019cf4000aceaddf6ba3cd3a1592e55,0
./dataset/mental illness stigma meme offensive/Image_10.jpeg,1,700,700,27b6843e3c7145c866afb8af6c267f21,0
./dataset/mental illness stigma meme offensive/Image_18.jpg,1,1080,1080,42bf120d7f56579687ce21c5ea546890,0
./dataset/memes mocking minorities/Image_14.jpg,1,400,400,65b8f7612aacba7a03aa686b4088986f,0
./dataset/memes mocking minorities/Image_16.jpg,1,680,608,6686bc3c3f25bfd189f3bf39e0668329,0
./dataset/memes mocking minorities/Image_13.jpeg,1,700,694,15ee1237ba43d9602c843b85d15a2860,0
./dataset/memes mocking minorities/Image_17.jpg,1,970,400,e8037155680b3132b8b07cc16416f933,0
./dataset/memes mocking minorities/Image_12.jpeg,1,999,1544,1462251183b8087aa7cd60abcf7770e0,0
./dataset/memes mocking minorities/Image_10.jpg,1,800,761,6ff822108b0877fa2033b5aa6b3cce26,0
./dataset/memes mocking minorities/Image_11.jpg,1,500,510,419b25eb20c5fff0b8ba8c9343ec7148,0
./dataset/memes mocking minorities/Image_15.jpeg,1,960,960,dce8242140496cb8486ca64b35010358,0
./dataset/memes mocking minorities/Image_8.jpg,1,598,336,06f37f76f440e47af34f7cdd8226af12,0
./dataset/memes mocking minorities/Image_2.jpg,1,640,360,365c788de8336900f8a3c754ff7ca24b,0
./dataset/memes mocking minorities/Image_3.jpg,1,618,412,35304e5332a1aca9c9fb84ece12ac3e3,1
./dataset/memes mocking minorities/Image_4.jpg,1,1024,522,0e9fc4b4ff898a5d177d0c33c02d65ff,0
./dataset/memes mocking minorities/Image_5.jpg,1,521,500,ee563cc098ca72f21f3487f9e294963d,0
./dataset/memes mocking minorities/Image_7.png,1,660,660,2229c14f2d7b35243dae57fe797bb43a,0
./dataset/memes mocking minorities/Image_6.png,1,618,413,54e98da5b527348c053d949f4fd06b66,0
./dataset/memes mocking minorities/Image_20.jpg,1,932,736,e4d653d0fe5515ebeeb72ab642c9f250,0
./dataset/memes mocking minorities/Image_9.jpeg,1,900,662,3567dd37037c4cc100a58c4f0a0c16d6,0
./dataset/memes mocking minorities/Image_19.jpg,1,750,1000,be0a1bc9534eff2bac2e00b2e705a9da,0
./dataset/memes mocking minorities/Image_18.jpg,1,542,638,b076c4774b9c7ec0b4c0dc258a1347af,0
./dataset/confederate flag memes/Image_15.jpg,1,960,480,0f1df9923c15f5e3f6d2a0eb65b4c5f5,0
./dataset/confederate flag memes/Image_14.jpg,1,600,429,6a59cbb1d764122a5c1f4f8a3239b2ab,0
./dataset/confederate flag memes/Image_16.jpg,1,400,600,fbbd097b08310e2b7b36258ab96fb444,0
./dataset/confederate flag memes/Image_17.jpg,1,391,400,fd888931f8a176d14f724e5ed8887a5a,0
./dataset/confederate flag memes/Image_13.jpg,1,547,907,78b63f7f7d017abba5b87cc97ff0494a,0
./dataset/confederate flag memes/Image_12.jpg,1,280,210,51bbf055cb447bc1244aee1d53491989,0
./dataset/confederate flag memes/Image_10.jpg,1,640,569,bf18ec05c7552487154c7dae718d9f46,0
./dataset/confederate flag memes/Image_11.jpg,1,280,205,7f20fdde16ad02563216597a808c0623,0
./dataset/confederate flag memes/Image_8.jpg,1,1200,810,aa494b8d0ccfd94e2354997923d05abd,0
./dataset/confederate flag memes/Image_9.jpg,1,500,639,5e24657156a6403c5ccd048d583ca2d6,0
./dataset/confederate flag memes/Image_3.jpg,1,1024,576,121f454ca7a00366332aa4f895c4dad0,0
./dataset/confederate flag memes/Image_5.jpg,1,1200,830,77806753bdedda00ccb7102f11ffdf24,0
./dataset/confederate flag memes/Image_7.jpg,1,1920,1254,56d64ec64658abf92f0578047e931d3f,0
./dataset/confederate flag memes/Image_6.jpg,1,716,473,d0f84128506162f31cb26752c42c4219,0
./dataset/confederate flag memes/Image_20.jpg,1,1200,800,155ba783e60152bd66cbd3ea6bd49579,0
./dataset/confederate flag memes/Image_19.jpg,1,400,298,e77d86edec534a3f5161a7c521151c8e,0
./dataset/confederate flag memes/Image_18.jpg,1,400,266,db471e30c465e5ff8916e0f14d10bc2e,0
./dataset/gun violence meme offensive/Image_15.jpg,1,640,426,182ea73e8f34e2bcaaeba92947eac2f0,0
./dataset/gun violence meme offensive/Image_16.jpg,1,666,500,6053263c465a9491f9aaf6cc175719f3,0
./dataset/gun violence meme offensive/Image_17.jpg,1,791,940,38f79570d70f3b4702e14008898b3fa7,0
./dataset/gun violence meme offensive/Image_13.jpg,1,500,500,7396292f26c7ef88acb4a17a45df1e1b,0
./dataset/gun violence meme offensive/Image_10.jpg,1,500,520,cdb1773287c876da622ada067a055b72,0
./dataset/gun violence meme offensive/Image_11.jpg,1,413,399,e0fbf2d5c82d4b2ccc563b9212d58c5b,0
./dataset/gun violence meme offensive/Image_8.JPG,1,1352,900,b4d9e297d3f42af7ebb83ce4620c4cc4,0
./dataset/gun violence meme offensive/Image_9.jpg,1,1200,675,2e905e8b89fdf36509730f3c1fc3f9b0,0
./dataset/gun violence meme offensive/Image_3.jpg,1,700,863,5838dc57c1d777e8e8c33ae386832370,0
./dataset/gun violence meme offensive/Image_1.jpg,1,1210,1210,641d417c8aa3db35051dd890d761cb91,0
./dataset/gun violence meme offensive/Image_4.jpg,1,700,700,52b3964243f6eb6acadcb8fa0bb718cb,0
./dataset/gun violence meme offensive/Image_5.jpg,1,1200,628,a0f84ad4244852584bacf3d13d851649,0
./dataset/gun violence meme offensive/Image_7.jpg,1,1860,1228,2f29fdd9a23ed778c754376bacc1bd62,1
./dataset/gun violence meme offensive/Image_6.jpg,1,600,467,99f51f334423ff1dd834e3df7b557c52,0
./dataset/gun violence meme offensive/Image_20.jpg,1,697,500,cf752e78a24e0a396f711091721c92dd,0
./dataset/gun violence meme offensive/Image_19.jpg,1,719,539,bc9e3a7a403a0148b7cc4c3a1cc10802,0
./dataset/gun violence meme offensive/Image_18.jpg,1,800,450,dae146494904fd171de49b8d67d47035,0
./dataset/communism meme offensive/Image_14.jpg,1,1080,783,6b0afd134fac830dabf0e140932a87b0,0
./dataset/communism meme offensive/Image_6.jpeg,1,793,1373,11bb8a10d6ba1fa627b0484300e54180,0
./dataset/communism meme offensive/Image_17.jpg,1,625,650,1df80c0ce0873872d4364c904fe61b34,0
./dataset/communism meme offensive/Image_13.jpg,1,680,414,336c157bddeb1a65e4a7d484ccc1ab6f,0
./dataset/communism meme offensive/Image_12.jpeg,1,640,640,de6cd903c11bac0025ad3f9e246b28c6,0
./dataset/communism meme offensive/Image_7.jpeg,1,978,978,727ab33504ab71a5a40c5fd7b7e92692,0
./dataset/communism meme offensive/Image_15.jpeg,1,1167,1279,eda702633b9c78cf6a025a39ece2c37e,0
./dataset/communism meme offensive/Image_2.jpg,1,880,1172,af75e5b056552f27f03de23f3238eeff,0
./dataset/communism meme offensive/Image_3.jpg,1,736,684,898df3d0f33df0b689a6b7b78d16cfc3,0
./dataset/communism meme offensive/Image_1.jpg,1,491,610,a34cedd389cd08451c392d65b91072b6,0
./dataset/communism meme offensive/Image_4.jpg,1,1216,1204,0a1cb4f929205e268e29ce09a8f98324,0
./dataset/communism meme offensive/Image_5.jpg,1,1024,777,334fffa0aadc64c2d92adfa38e20e86a,0
./dataset/communism meme offensive/Image_16.jpeg,1,640,610,3d79b0c9b290b4ace0d4b3d39599b81f,0
./dataset/communism meme offensive/Image_20.jpg,1,473,403,22fa1cfc01a238dfaba206eff6eebb71,0
./dataset/communism meme offensive/Image_8.jpeg,1,915,1125,1152e98903f1f579bf37d45a30578842,0
./dataset/communism meme offensive/Image_11.jpeg,1,640,772,749c6feba773dbe83f4008a6ec97cf6c,0
./dataset/communism meme offensive/Image_10.jpeg,1,544,960,85384ce865433e78578417ef4e893020,0
./dataset/communism meme offensive/Image_9.jpeg,1,1209,1209,664edeefaeffbaf87cae467cc9ead257,0
./dataset/communism meme offensive/Image_19.jpg,1,1000,1000,eafb90d51913fd03b4cd0cb40a92efaf,0
./dataset/communism meme offensive/Image_18.jpg,1,700,710,a641ac99f98c424c69d2e12f5b356476,0
./dataset/hate speech meme offensive/Image_13.jpeg,1,580,964,d126c7e9514b016c32efbf25bcdfbb64,1
./dataset/hate speech meme offensive/Image_20.png,1,700,274,d82a947691c9d2f58d698aaea7da28c1,0
./dataset/internet mobs meme offensive/Image_17.jpg,1,500,425,bf52eee0028386fc92f4db4d6093630d,0
./dataset/internet mobs meme offensive/Image_8.jpg,1,800,450,d0a592172e3c6635407528609456660e,0
./dataset/internet mobs meme offensive/Image_5.jpg,1,640,573,11918f5a2788836fbec68d138fe20759,1
./dataset/internet mobs meme offensive/Image_20.jpg,1,669,775,18ba35bcf5334f58015c2f596e24aeb8,0
./dataset/hate symbols meme offensive/Image_17.jpg,1,1050,557,40f41cafc7135a6293f5c42b18d20e91,0
./dataset/hate symbols meme offensive/Image_12.jpg,1,1080,1080,181f6b40f339ecf451be9a8aab7c1d19,0
./dataset/hate symbols meme offensive/Image_10.png,1,792,1224,6cbdec8d9e891d0f24b1fbf7c0da328e,0
./dataset/hate symbols meme offensive/Image_9.jpg,1,1024,1024,f666e530c8c4584a446be4ca153551a1,0
./dataset/hate symbols meme offensive/Image_2.png,1,1200,675,a327a12c1d6f94db9f50046caab80561,0
./dataset/hate symbols meme offensive/Image_3.jpg,1,540,540,fdca8af0bb996ce7476c2770e6089830,0
./dataset/hate symbols meme offensive/Image_19.jpg,1,960,639,019b432d30aa4c1dfc57de8af6eff2bb,0
./dataset/hate symbols meme offensive/Image_18.jpg,1,625,753,8def3d41679be6c4a84029d06172b3bd,0
./dataset/death threats meme offensive/Image_3.gif,1,220,220,c5aefb9228c8e29a59686a74d66e7645,0
./dataset/death threats meme offensive/Image_16.jpg,1,300,235,63939fedd8541295f03598b5297f2bc5,0
./dataset/death threats meme offensive/Image_17.png,1,1280,1575,09d3d77fa528909f0d6847630b865df5,0
./dataset/death threats meme offensive/Image_4.gif,1,220,220,77d28a9d0dc247c7bfcfbc26a8ea799b,0
./dataset/death threats meme offensive/Image_13.jpg,1,1080,972,8f080e5e270ce88f12805cc6f56da14c,0
./dataset/death threats meme offensive/Image_12.jpg,1,480,360,174a0e285fff9948bba41f6b343ce44f,0
./dataset/death threats meme offensive/Image_7.gif,1,220,124,edd5d57067b1f92b0a618ff440cf4746,0
./dataset/death threats meme offensive/Image_11.png,1,723,542,d962f122cca22e76003a8da4641e7cf7,0
./dataset/death threats meme offensive/Image_6.gif,1,220,142,3ebc6c1f9c4d1ecbd4d73ee510af05bf,0
./dataset/death threats meme offensive/Image_15.jpeg,1,720,771,dba1a43d51f220ab4286c7544ef90035,0
./dataset/death threats meme offensive/Image_18.gif,1,468,468,63bcbbd014383ded2e0eda9816de5733,0
./dataset/death threats meme offensive/Image_2.jpg,1,1372,1231,df2c083ed6537028a08d147bed63f4f4,0
./dataset/death threats meme offensive/Image_14.gif,1,320,180,acbbd85027fdaa3e56bd1f2f02092da6,0
./dataset/death threats meme offensive/Image_1.jpg,1,218,231,865d8ef3dd2287cdc0d159ae60167f53,0
./dataset/death threats meme offensive/Image_5.png,1,817,732,9ae2f9df8fb7adc8ba1bea973ae5ca8f,0
./dataset/death threats meme offensive/Image_10.gif,1,498,309,623022c3ce64697d6496a7876894a827,0
./dataset/death threats meme offensive/Image_20.jpg,1,1192,670,4866e20b0459ae9747ddcc816240eaf9,0
./dataset/death threats meme offensive/Image_8.gif,1,220,165,02ca3145c3289c1becbe21d121388fe7,0
./dataset/death threats meme offensive/Image_9.gif,1,220,162,14b6d5ca1450df4ba6f4d912d2c83f84,0
./dataset/death threats meme offensive/Image_19.png,1,750,471,571f37126b65066bf814b06c7407c527,0
./dataset/KKK meme offensive/Image_15.jpg,1,750,714,eea91f2362c13f2152e5971278ef3077,0
./dataset/KKK meme offensive/Image_14.jpg,1,460,516,5016fd44d148c9ca331a722c70ef2a5a,0
./dataset/KKK meme offensive/Image_13.jpeg,1,1079,684,d6e934ea65397a05ee2a992ae178fb61,0
./dataset/KKK meme offensive/Image_12.jpeg,1,753,839,f2395fd2b983e84e9fc3fc73ba84a596,0
./dataset/KKK meme offensive/Image_8.jpg,1,948,711,855696811a459dd48dd2d810e5a7eff2,0
./dataset/KKK meme offensive/Image_9.jpg,1,708,700,e7474617807c6607aa698fc6775d9d6e,0
./dataset/KKK meme offensive/Image_19.jpeg,1,460,545,7c62aa7e855143191c91cfb0ebd6201a,0
./dataset/KKK meme offensive/Image_2.jpg,1,600,375,477cd23181f046988b6250e2ed509ded,0
./dataset/KKK meme offensive/Image_1.jpg,1,980,552,42c5f13069be5c901d11af42f67961e0,0
./dataset/KKK meme offensive/Image_20.jpeg,1,692,1064,55af7d06449983274d487b540dd48864,0
./dataset/KKK meme offensive/Image_5.jpg,1,935,887,bab62981dbc8239c5d6f2bf60f77b804,0
./dataset/KKK meme offensive/Image_7.jpg,1,405,363,c2ae079b9afc9bf772d522cfd402fea8,0
./dataset/KKK meme offensive/Image_16.jpeg,1,1077,1139,586bc597924f030c2d7e2c24b938c29e,0
./dataset/KKK meme offensive/Image_6.jpg,1,756,760,e33b8b70f416b107912743131587d4dc,0
./dataset/KKK meme offensive/Image_11.jpeg,1,500,533,489e697b5d27717c288412b4b6f4903a,0
./dataset/KKK meme offensive/Image_10.jpeg,1,480,480,2064c337f09430eedc425e6737df6539,0
./dataset/KKK meme offensive/Image_18.jpg,1,1209,907,b1ed51dd2ed688204da73e409af62329,0
./dataset/ableism meme offensive/Image_15.jpg,1,720,720,2856f79a04d542f8d558ed2e6648b57b,0
./dataset/ableism meme offensive/Image_14.jpg,1,640,752,4001c1abe3a6c13a91a545df982a606b,0
./dataset/ableism meme offensive/Image_13.jpg,1,600,543,c53ed592e5ab182c99ab4217ba083142,0
./dataset/ableism meme offensive/Image_12.jpg,1,405,720,1f7d6e87532bfd92150b95f2dd364c2f,0
./dataset/ableism meme offensive/Image_8.jpg,1,888,499,31d4165b2d67934b8c2556ba4ecca0ba,0
./dataset/ableism meme offensive/Image_9.jpg,1,500,711,021471418b2cb4e3a4bf2e8c6779b8ab,0
./dataset/ableism meme offensive/Image_18.jpeg,1,800,449,b37a8d05b9c88732899214dc41d69c9d,0
./dataset/ableism meme offensive/Image_2.jpg,1,600,450,55b3710b39f9d0eaaf36be98d448aea9,0
./dataset/ableism meme offensive/Image_1.jpg,1,768,1024,ca1d2659a826709988d92b4707eda165,0
./dataset/ableism meme offensive/Image_20.jpeg,1,500,707,b1d5c8fc901dd825476caccd21ffb691,1
./dataset/ableism meme offensive/Image_5.jpg,1,1000,668,9b5442e5766de7ddceeedaf54122add0,0
./dataset/ableism meme offensive/Image_6.jpg,1,618,412,5317a7260a3e6a25f516b42285e904c2,1
./dataset/ableism meme offensive/Image_11.jpeg,1,895,880,996e8abd6e667eb87f2ba272f1448102,0
./dataset/militant memes/Image_15.jpg,1,500,603,15df399fbfba15546e4533a3829af9d8,0
./dataset/militant memes/Image_14.jpg,1,862,960,441be6785632bd538a7429535940fee1,0
./dataset/militant memes/Image_16.jpg,1,500,500,d7080a1d6c40ffcde70436aa3b286c96,0
./dataset/militant memes/Image_17.jpg,1,700,500,773d31915c7f60d8faf036431bed0197,0
./dataset/militant memes/Image_13.jpg,1,600,600,120bb2f4f9b4972e7fcb765811a53c60,0
./dataset/militant memes/Image_12.png,1,2000,1332,a5541e750a13aa201d97c912f35b6eff,0
./dataset/militant memes/Image_7.jpeg,1,593,600,8d751ffa71cd4c2f3a867dba8a8577d3,1
./dataset/militant memes/Image_10.jpg,1,640,640,fc5bc760d2035c99c68639d0b9dcaf82,0
./dataset/militant memes/Image_1.jpeg,1,924,925,03d1c21045cbf83a9230ee542202c40a,0
./dataset/militant memes/Image_2.jpg,1,650,640,f923cd261ebd7bdc69fc32f0f8a3b9a9,0
./dataset/militant memes/Image_3.jpg,1,640,452,6baf64ad6d05fc2be7adbc132db2daf4,0
./dataset/militant memes/Image_6.jpg,1,1080,1168,5a94eb06ebdc7a22a1b1ffb056cd5f07,0
./dataset/militant memes/Image_20.jpg,1,735,554,de9e587c0934f90ac61bf7d789121d0a,0
./dataset/militant memes/Image_11.jpeg,1,1080,797,657c5993ce9007c615aade5fa7278de3,1
./dataset/militant memes/Image_5.jpeg,1,1043,1089,d2f2c1a19d846586af4d58bc6809ff17,0
./dataset/militant memes/Image_9.jpeg,1,680,818,dbb4de66e07bf58ebab5c0f8143ad213,0
./dataset/militant memes/Image_19.jpg,1,500,640,14b4f6f5f212d5b4fa6b151258c3e3fd,0
./dataset/militant memes/Image_18.jpg,1,500,1138,31f502cc04dde5ac9aef5d28bcdfec0d,0
./dataset/drug abuse meme offensive/Image_15.jpg,1,500,673,c97757c97b065ca9e54f7abc3c55fc35,1
./dataset/drug abuse meme offensive/Image_1.gif,1,317,350,0601d51d53601c352f5f99aca018fc28,0
./dataset/drug abuse meme offensive/Image_16.jpg,1,763,450,8e70827db116bbdfc25d03a1582dcfce,0
./dataset/drug abuse meme offensive/Image_13.jpeg,1,1080,1109,aca2991730008603fe5b5d2cc41c6596,1
./dataset/drug abuse meme offensive/Image_17.jpg,1,395,394,b162423a0a414005073e455ca648caf1,0
./dataset/drug abuse meme offensive/Image_12.jpg,1,625,625,203c5c797b85b1a9f408f1eb1fbe96f2,0
./dataset/drug abuse meme offensive/Image_8.jpg,1,500,561,8a503c83e103ec70b84b6ba041f0fa98,0
./dataset/drug abuse meme offensive/Image_14.jpeg,1,883,676,87f7d2e0f169240d284af981c3a9dea1,0
./dataset/drug abuse meme offensive/Image_2.jpg,1,640,360,cc6b3220ff64af3e16451fdc36bd44ef,0
./dataset/drug abuse meme offensive/Image_3.jpg,1,1080,1267,174886659be7aa6b2582c5da4d626647,0
./dataset/drug abuse meme offensive/Image_4.jpg,1,1280,720,35601693058f19dd7a5025609e4ada1f,0
./dataset/drug abuse meme offensive/Image_5.png,1,375,200,2ed69936b5ee0aec704e94896350b903,1
./dataset/drug abuse meme offensive/Image_7.jpg,1,900,471,6d44b6aec26d2d2f2c63059385d07ce9,0
./dataset/drug abuse meme offensive/Image_6.jpg,1,300,300,af5e3330376d74ded91f545fd0aa587a,1
./dataset/drug abuse meme offensive/Image_20.jpg,1,774,960,699c6f9320b2816e88998c31d7416c24,1
./dataset/drug abuse meme offensive/Image_11.jpeg,1,720,1280,ee05583833e1ea6ae0ddee5813983268,1
./dataset/drug abuse meme offensive/Image_10.jpeg,1,500,652,999d91903f7bb4edf7cba23ecefacd58,0
./dataset/drug abuse meme offensive/Image_9.jpeg,1,1021,1427,64f1f456be797e2d7d2d83d82c5d8bef,0
./dataset/drug abuse meme offensive/Image_19.jpg,1,800,522,e37404fd6e49586da83a5609d56e32eb,0
./dataset/drug abuse meme offensive/Image_18.jpg,1,800,609,771ea6ece8b332972d9f7b725d713ef0,0
./dataset/drug memes/Image_14.jpg,1,409,450,90fbaaf8b007ceed3ae766b152551727,0
./dataset/drug memes/Image_16.jpg,1,150,150,31bfe91ee8144e07226999f4dff9853a,0
./dataset/drug memes/Image_17.jpg,1,800,649,703d96b81b1081ae62f9ca5f0e9375e6,0
./dataset/drug memes/Image_13.jpg,1,640,603,9fb321b9ff8586a11aeb961d09a9f819,0
./dataset/drug memes/Image_12.jpg,1,869,960,b464f3d747977d144477109e2598fe06,0
./dataset/drug memes/Image_10.jpg,1,400,400,06c0f17361a9d0041de0de695a7a5715,0
./dataset/drug memes/Image_15.jpeg,1,720,771,e852963ecc7e6d0998e5886388cc5030,0
./dataset/drug memes/Image_2.jpg,1,800,522,1a1c391afc02b23231b4bc4900412e07,0
./dataset/drug memes/Image_3.jpg,1,539,960,5bf2ff45c9119b513fa0bab9a452e17b,0
./dataset/drug memes/Image_4.jpg,1,700,516,7f1003925e4a410d3857d395449c4138,0
./dataset/drug memes/Image_7.jpg,1,1080,1080,797b7badccba95209b40384b85dd4a3c,0
./dataset/drug memes/Image_6.jpg,1,1900,950,98b2203db6f26ed0fa3070f4f2c76d82,0
./dataset/drug memes/Image_9.jpeg,1,500,500,e3c897dc772b836ce47b524eaeed1e16,0
./dataset/drug memes/Image_18.jpg,1,630,630,34332a7c2497fdab6457d298e1703911,0
./dataset/terrorist memes/Image_14.jpg,1,1080,1286,9dc7bb4d9b4d55f8cc2b7e29fd19ebaa,0
./dataset/terrorist memes/Image_13.jpg,1,460,459,6208be7e47ee76c4797037747812c656,0
./dataset/terrorist memes/Image_7.jpeg,1,1596,1045,f99cffc6a91e4f9c75f055c3275371c4,0
./dataset/terrorist memes/Image_10.jpg,1,500,575,5eccd5e66990170767da98d8f5d66b97,0
./dataset/terrorist memes/Image_11.jpg,1,500,500,2adbe0bcb8272834c702867d5dbb40ca,0
./dataset/terrorist memes/Image_15.jpeg,1,510,408,b2e2b512c02542860b55640eacef4643,0
./dataset/terrorist memes/Image_9.jpg,1,775,553,e2e73bc6a232a10e461ce5dc56561625,1
./dataset/terrorist memes/Image_19.jpeg,1,448,971,23812e578d9656af3cba99497d0f8d7e,0
./dataset/terrorist memes/Image_17.jpeg,1,510,590,696eaf91599ca917a96c43bc9a606015,1
./dataset/terrorist memes/Image_5.jpg,1,1280,841,a4f4edbf3307702587e4464b628fb328,0
./dataset/meme harassment/Image_15.jpg,1,1124,855,cae94cda4c5d9ea95c265bebcea805f0,0
./dataset/meme harassment/Image_14.png,1,600,773,e9da72a61166bcecb2a6f5eb2995b884,0
./dataset/meme harassment/Image_16.jpg,1,680,521,8849b3b46cd96b68f2e37029f82293e4,1
./dataset/meme harassment/Image_17.jpg,1,1280,720,2c446d42720af21fdae9356dd8b25dd7,0
./dataset/meme harassment/Image_13.jpg,1,1080,1080,182b95ff25b020e795c876ed90ed8023,0
./dataset/meme harassment/Image_12.jpg,1,750,750,cf576df21d9b119a6649d550b15abb96,1
./dataset/meme harassment/Image_10.jpg,1,777,1506,aa2b425a8646292b67f31082de008e82,1
./dataset/meme harassment/Image_11.jpg,1,680,687,25b07a20cc159824214616d9dc2ea3f2,0
./dataset/meme harassment/Image_9.jpg,1,1440,1440,9c66923771e72ad312be63f7f3fa18ea,1
./dataset/meme harassment/Image_18.jpeg,1,720,1080,c2666315b333d9f313c0e7d8ff706094,0
./dataset/meme harassment/Image_2.jpg,1,1480,832,ee3d2142c910bc5d07c0fb2f738fc73e,1
./dataset/meme harassment/Image_3.jpg,1,700,368,03663aabff40a6a53ee5cfcdcf59810b,0
./dataset/meme harassment/Image_4.jpg,1,500,627,34bbb4ba3b9c381489fd25155d4ab5e8,1
./dataset/meme harassment/Image_5.jpg,1,520,440,f79c923b5672bfc3aeb3da663e4b3610,0
./dataset/meme harassment/Image_7.jpg,1,800,1000,7597416c23ac0aa5abe8510311038b03,1
./dataset/meme harassment/Image_6.jpg,1,620,411,fc9b009b054cdf8803f22ebf046c14ee,1
./dataset/meme harassment/Image_20.jpg,1,300,1303,522b77d8a3bd452e440509310999753b,0
./dataset/meme harassment/Image_8.jpeg,1,1083,1082,f7864ce18e6ff4a5708539dfbbf30837,1
./dataset/meme harassment/Image_19.jpg,1,346,332,d429ce170ed19f7020aaa8893a1628c1,0
./dataset/online shaming meme offensive/Image_15.jpg,1,500,500,0eb97f5032bb5de0ea1061a7196ed72d,0
./dataset/online shaming meme offensive/Image_14.jpg,1,710,889,6f4821b31168069022d405170fd9a0cb,0
./dataset/online shaming meme offensive/Image_16.jpg,1,598,608,5bb93fb7e5c1c833f2c3a8a1975b3e8b,0
./dataset/online shaming meme offensive/Image_17.jpg,1,625,468,4a6ea61732bcfc7c3f971c0c76fa0dcd,0
./dataset/online shaming meme offensive/Image_13.jpg,1,623,400,a72879caa3180d002235f93764d5f67b,0
./dataset/online shaming meme offensive/Image_8.jpg,1,150,150,abf082216482e70c54277fa9f6bb202c,0
